,name,author,narrator,release_date,language,stars,price,duration_sec,raters
10938,Apni Maut Apne Hath (Hindi Edition),James Hadley Chase,Manish Dongardive,2021-07-19,Hindi,4.0,668.0,25860,12
10939,Lock Every Door,Riley Sager,Stephanie Cannon,2019-07-25,English,4.5,888.0,36420,45
10940,The Silence of the Lambs,Thomas Harris,Frank Muller,2013-10-25,English,5.0,721.0,38640,26
10941,The Incredible Banker,Ravi Subramanian,Sartaj Garewal,2017-01-01,English,4.5,284.0,30780,34
10942,The Partner,John Grisham,Michael Beck,2005-10-07,English,4.5,410.0,21840,33
10943,Sons of Fortune,Jeffrey Archer,Michael Brandon,2021-12-03,English,5.0,401.0,58140,2
10944,The Picture of Dorian Gray,Oscar Wilde,Russell Tovey,2017-10-26,English,4.5,569.0,30900,37
10945,Nothing to Lose,Lee Child,Jeff Harding,2011-06-23,English,4.5,957.0,48360,13
10946,The Andromeda Strain,Michael Crichton,David Morse,2015-05-26,English,4.0,670.0,29700,30
10947,Memories of Midnight,Sidney Sheldon,Steven Pacey,1999-12-16,English,4.5,938.0,34980,15
10948,The Spy Who Came in from the Cold,Johnle Carr,Michael Jayston,2011-11-08,English,4.5,607.0,25260,48
10949,The Devil's Alternative,Frederick Forsyth,David Rintoul,2013-01-20,English,4.5,820.0,58440,15
10950,The One,John Marrs,Clare Corbett Vicky Hall Simon Bubb,2017-05-04,English,4.5,820.0,39660,21
10951,On Target,Mark Greaney,Jay Snyder,2010-09-28,English,5.0,836.0,45300,4
10952,"Tom Clancy Commander in Chief: Jack Ryan, Book 11",Mark Greaney,Scott Brick,2015-12-03,English,4.5,1328.0,73920,7
10953,God Is a Gamer,Ravi Subramanian,Arish Bhiwandiwala,2019-08-27,English,4.5,879.0,31740,79
10954,Gone Tomorrow,Lee Child,Jeff Harding,2011-06-22,English,4.0,957.0,47820,12
10955,The Dom Identity,Lexi Blake,Ryan West,2021-09-14,English,5.0,937.0,53220,1
10956,The Marriage,K L Slater,Lucy Price Lewis,2021-05-20,English,4.0,569.0,32820,9
10957,The Girl Who Lived Twice,David Lagercrantz George Goulding,Saul Reichlin,2019-08-22,English,4.0,949.0,42420,19
10958,Finding Lust on Tinder,Shanaya Taneja,Ms B,2018-09-24,English,4.0,0.0,2160,22
10959,The Villain,L J Shen,Ava Erickson Jacob Morgan,2020-12-20,English,5.0,836.0,42660,4
10960,Tell Me Lies,J P Pomare,Aimee Horne,2020-03-05,English,4.5,575.0,22800,68
10961,Nothing Lasts Forever,Sidney Sheldon,,1999-12-16,English,4.5,1171.0,22680,17
10962,Icon,Frederick Forsyth,Steven Crossley,2011-02-25,English,4.5,820.0,69540,6
10963,The Adventurers,Harold Robbins,Gregory Linington,2015-06-16,English,4.5,1338.0,91500,7
10964,On Her Majesty's Secret Service (with Interview),Ian Fleming,David Tennant,2012-08-31,English,4.5,569.0,29100,2
10965,High Noon,Nora Roberts,Susan Ericksen,2008-06-10,English,5.0,1005.0,59640,5
10966,The Street Lawyer,John Grisham,Michael Beck,2005-10-07,English,4.5,410.0,21840,10
10967,Calling Sehmat,Harinder Sikka,Derek Denzil,2019-06-25,English,4.5,703.0,19920,38
10968,The Betsy,Harold Robbins,Kevin Stillwell,2015-06-16,English,4.5,836.0,46920,2
10969,The Guilty,James Patterson Duane Swierczynski,John Lithgow Bryce Dallas Howard Peter Gallagher,2021-10-28,English,4.5,836.0,11940,15
10970,Don't Tell the Governor,Ravi Subramanian,Venkataraghavan Srinivasan,2019-01-09,English,4.0,254.0,28080,173
10971,"The Leopard: A Harry Hole Thriller, Book 8",Jo Nesb,Sean Barrett,2011-02-10,English,4.0,838.0,69960,1
10972,79 Park Avenue,Harold Robbins,Julia Duvall Rick Slade,2015-06-16,English,5.0,668.0,32280,1
10973,Fear You,B B Reid,Teddy Hamilton Ava Erickson,2017-10-02,English,3.5,836.0,37920,2
10974,Tales from the Gas Station: Volume Three,Jack Townsend,Mr Creepy Pasta,2020-11-19,English,5.0,836.0,52620,5
10975,The Patient Man,Joy Ellis,Richard Armitage,2020-02-18,English,4.5,569.0,36840,3
10976,Forever Is True,Novoneel Chakraborty,Suyash Mohan,2019-01-08,English,4.5,754.0,23340,10
10977,The House on the Water,Margot Hunt,Taylor Schilling,2020-12-03,English,4.0,501.0,10020,8
10978,The Kill List,Frederick Forsyth,John Chancer,2013-09-26,English,4.5,748.0,36900,11
10979,One Minute Out,Mark Greaney,Jay Snyder,2020-02-18,English,4.5,1338.0,57540,10
10980,In My Dreams I Hold a Knife,Ashley Winstead,Vanessa Johansson,2022-03-08,English,4.0,703.0,37320,1
10981,The Cardinal of the Kremlin,Tom Clancy,Michael Prichard,2014-01-31,English,4.5,1054.0,91140,15
10982,Giovanni,Natasha Knight,Kate Genevieve Aiden Snow,2019-03-26,English,3.5,1005.0,25980,5
10983,The Rise of Nine,Pittacus Lore,Marisol Ramirez Devon Sorvari Neil Kaplan,2013-08-29,English,5.0,752.0,36240,1
10984,Armored,Mark Greaney,Dan Bittner Lauren Fortgang Thom Rivera,2021-12-09,English,3.0,1003.0,20040,1
10985,Empire of Sin,Rina Kent,John Hartley Vanessa Edwin,2022-01-13,English,5.0,668.0,35520,1
10986,Breaking Love,B B Reid,Ava Erickson Teddy Hamilton,2017-10-02,English,5.0,668.0,27360,1
10987,Tied to the Tycoon,Chloe Cox,Julie Mackey,2016-01-12,English,5.0,668.0,24840,1
10988,Eleventh Hour,S Hussain Zaidi,Nikhil Sangha,2019-12-13,English,4.0,312.0,18300,24
10989,Robert Ludlum's The Altman Code,Robert Ludlum Gayle Lynds,Don Leslie,2003-06-13,English,4.0,221.0,56520,1
10990,An Anonymous Girl,Greer Hendricks Sarah Pekkanen,Julia Whelan Barrie Kreinik,2018-12-27,English,4.0,323.0,41880,29
10991,The Apollo Murders,Chris Hadfield,Ray Porter,2021-10-12,English,3.5,873.0,54840,3
10992,A Dilli-Mumbai Love Story,Abhimanyu Jha,Susheel Kumar,2017-01-09,English,4.0,0.0,26340,1
10993,How It Ends,Rachel Howzell Hall,Joniece Abbott Pratt,2021-03-25,English,4.5,501.0,9120,3
10994,Tribulation,Adam Jahnke,Josh Charles Tom Clark Trevor Goble,2019-10-17,English,5.0,1003.0,25680,3
10995,Hold Your Breath,Wendy Walker,Dylan Baker,2020-10-01,English,3.5,501.0,9060,7
10996,American Girl,Wendy Walker,Paige Layle Carson Beck Josh Hurley,2021-12-16,English,4.5,1003.0,31140,2
10997,The Deceiver,Frederick Forsyth,Christian Rodska,2013-07-01,English,4.0,797.0,63360,14
10998,Irandaam Sakthi [Secondary Power],Indira Soundarajan,Indira Soundarajan,2021-09-13,tamil,5.0,48.0,7920,7
10999,Black Knight,Rina Kent,Shane East Keira Stevens,2020-07-22,English,4.0,668.0,33960,1
11000,Collateral Damage,Natasha Knight,Wen Ross Mackenzie Cartwright,2020-11-17,English,4.0,836.0,48720,2
11001,Roses Are Blood Red,Novoneel Chakraborty,Akshay,2021-07-08,English,2.5,879.0,26220,2
11002,The Housemaid,Sarah A Denzil,Sophie Rundle,2021-12-21,English,5.0,569.0,32520,1
11003,The Afghan,Frederick Forsyth,Steven Crossley,2007-10-18,English,4.5,748.0,38520,11
11004,The Other Side of Midnight,Sidney Sheldon,Steven Pacey,2021-12-15,English,5.0,702.0,52200,1
11005,Mudhal Sakthi [The First Power],Indira Soundarajan,Indira Soundarajan,2021-08-10,tamil,4.5,118.0,7320,12
11006,Kaatrai Maarividu [Turn on the Wind],Indira Soundarajan,Indira Soundarajan,2021-11-23,tamil,5.0,62.0,9420,4
11007,Moondraam Sakthi [Third Power],Indira Soundarajan,Indira Soundarajan,2021-10-12,tamil,5.0,48.0,6840,4
11008,Shattered Dynasty,Ava Harrison,Jason Clarke Vanessa Edwin,2021-10-03,English,3.0,836.0,37320,1
11009,Not a Happy Family,Shari Lapena,Ellen Archer,2021-07-27,English,4.5,888.0,33120,14
11010,The Spark,Vi Keeland,Sebastian York Andi Arndt,2021-07-12,English,2.0,668.0,34080,1
11011,The Devil's Vow,Bella J,Anastasia Watley Michael Pierce,2021-09-07,English,4.0,1005.0,23040,1
11012,The Brit,Jodi Ellen Malpas,Shane East Vanessa Edwin,2021-06-11,English,5.0,836.0,45960,1
11013,Nightfall,Penelope Douglas,Tatiana Sokolov Jeremy York,2020-11-10,English,5.0,820.0,73800,2
11014,Vetri Kudhirai [The Winning Horse],Pattukottai Prabakar,Lawrence Prabakar,2021-07-16,tamil,4.0,76.0,11700,8
11015,A Time to Kill,John Grisham,Michael Beck,2005-10-07,English,4.0,410.0,10380,13
11016,Salvatore,Natasha Knight,Philip Alces,2016-10-27,English,4.0,668.0,27480,1
11017,Throne of Power,Rina Kent,Shane East Vanessa Edwin,2021-01-21,English,5.0,668.0,26940,2
11018,Flock,Kate Stewart,Maxine Mitchell Joe Arden,2021-05-11,English,5.0,1340.0,36720,4
11019,The Locked Door,Freida Mc Fadden,Shaina Summerville,2021-09-21,English,3.0,586.0,29700,1
11020,Throne of Vengeance,Rina Kent,Shane East Vanessa Edwin,2021-02-11,English,4.0,668.0,27660,3
11021,Angel's Cage,Anna Zaires,Ava Erickson Teddy Hamilton,2021-06-05,English,4.5,668.0,28620,2
11022,The Girl Who Knew Too Much,Vikrant Khanna,Abhinandan Tejaswi,2020-10-14,English,3.5,1005.0,17760,12
11023,Digital Fortress,Dan Brown,Bruce Sabath,2004-01-15,English,4.0,134.0,23880,2
11024,The Doomsday Conspiracy,Sidney Sheldon,David Dukes,1999-12-16,English,4.0,937.0,27060,12
11025,Silverview,Johnle Carr,Toby Jones,2021-10-14,English,4.0,888.0,23340,4
11026,Head Above Water,C E Ricci,Michael Dean Zachary Johnson,2022-03-01,English,5.0,1172.0,44520,1
11027,The Arrangement,Kiersten Modglin,George Newbern Sarah Mollo Christensen,2021-06-29,English,3.5,1172.0,20520,2
11028,The Janitor's Wife,L G Davis,Tara Novie,2022-01-05,English,4.0,468.0,26940,1
11029,The Harbinger II,Jonathan Cahn,Lawrence Richardson,2020-09-01,English,5.0,586.0,36840,5
11030,False Witness,Karin Slaughter,Kathleen Early,2021-07-20,English,3.0,1054.0,67140,3
11031,Call for the Dead,Johnle Carr,Michael Jayston,2010-10-12,English,4.5,467.0,17040,4
11032,Devarakaadu (Kannada Edition),Gurupada Swamy B G,Multiple Narrator,2021-02-01,English,5.0,48.0,9180,4
11033,Twisted Kingdom: A Dark High School Bully Romance,Rina Kent,Shane East Keira Stevens,2020-08-01,English,5.0,668.0,32400,4
11034,Consumed by Deception,Rina Kent,Jason Clarke Desire Ketchum,2021-05-06,English,5.0,668.0,26100,4
11035,The Monster,L J Shen,Savannah Peachwood Jacob Morgan,2021-06-15,English,3.0,836.0,41220,3
11036,Rabbits,Terry Miles,Christine Lakin,2021-06-10,English,5.0,323.0,50700,1
11037,Play Along,T L Swan,Robyn Verne Jack Stella,2018-05-15,English,4.0,836.0,42780,2
11038,Thrive,Aly Martinez,Andi Arndt Jason Carpenter,2018-01-08,English,5.0,668.0,36000,1
11039,25 Minute (Bengali Edition),Pinaki Ghosh,Rana Basu,2021-04-27,English,4.5,70.0,1320,3
11040,Until April,Aurora Rose Reynolds,Laura Jennings Sebastian Grove,2021-12-21,English,5.0,1172.0,24780,1
11041,The Wall: Eternal Night,Joshua T Calvert,Jonathan Davis,2021-12-21,English,3.0,1172.0,34980,1
11042,Fable of Happiness,Pepper Winters,Tor Thom Charley Ongel,2021-06-01,English,1.0,668.0,28500,1
11043,Night Film,Marisha Pessl,Jake Weber,2013-08-29,English,4.0,990.0,83340,4
11044,Kill Switch,Penelope Douglas,Tatiana Sokolov Jeremy York,2019-07-24,English,4.5,820.0,63300,6
11045,Monroe Doctrine: Volume III,James Rosone Miranda Watson,Marc Vietor,2022-01-25,English,3.0,1172.0,34920,1
11046,Targeted,Stephen Hunter,Eric G Dove,2022-01-18,English,5.0,1008.0,34440,1
11047,The Shining Girls,Lauren Beukes,Christopher Ragland,2013-04-25,English,4.0,493.0,40320,1
11048,The Passengers,John Marrs,Kristin Atherton Roy Mc Millan Clare Corbett,2019-05-30,English,4.0,752.0,42000,9
11049,The Street Lawyer,John Grisham,Michael Beck,1999-12-15,English,5.0,753.0,21540,5
11050,The Fox,Frederick Forsyth,David Rintoul,2018-09-20,English,4.0,683.0,29520,32
11051,Brutal Prince,Sophie Lark,Monica King Liam Di Cosimo,2020-10-20,English,3.0,668.0,28320,1
11052,The Company,Robert Littell,Scott Brick,2002-05-10,English,4.5,1407.0,148920,3
11053,The Associate,John Grisham,Erik Singer,2009-01-27,English,4.5,683.0,21600,9
11054,The Law of Moses,Amy Harmon,Tavia Gilbert J D Jackson,2015-05-26,English,5.0,938.0,41340,4
11055,From Russia with Love (with interview),Ian Fleming,Toby Stephens,2012-09-06,English,5.0,569.0,32160,3
11056,Sidney Sheldon's Mistress of the Game,Sidney Sheldon Tilly Bagshawe,Karen Ziemba,2009-08-04,English,4.0,1406.0,42960,9
11057,The Brothers Karamazov,Fyodor Dostoevsky David Magarshack,Gabriel Woolf,2009-03-17,English,5.0,569.0,136200,3
11058,Unnodu Oru Nimidam [Just a Minute with You],Usha Subramanian,Nancy Mervin,2021-08-31,tamil,3.0,48.0,6060,1
11059,The Noise,James Patterson,Kristin Atherton Skye Bennett Shin Fei Chen,2021-08-05,English,3.5,888.0,41820,3
11060,Never Saw Me Coming,Vera Kurian,Brittany Pressley,2021-09-09,English,4.0,888.0,42420,2
11061,All the Little Things,Sarah Lawton,Katie Villa,2021-10-29,English,5.0,535.0,31620,1
11062,Unconditional Parenting,Alfie Kohn,Alfie Kohn,2016-07-14,English,4.5,703.0,31260,23
11063,Chicken Soup for the Kid's Soul 2: Character-Building Stories for Kids Ages 6-10,Jack Canfield Mark Victor Hansen,Megan Hayes,2013-05-28,English,5.0,501.0,13680,10
11064,The Montessori Baby,Simone Davies Junnifa Uzodike,Robin Miles,2021-05-11,English,5.0,562.0,39060,2
11065,The Book You Wish Your Parents Had Read (and Your Children Will Be Glad That You Did),Philippa Perry,Philippa Perry,2019-03-07,English,4.5,820.0,31920,65
11066,"Calm Parents, Happy Kids",Dr Laura Markham,Xe Sands,2014-09-04,English,4.5,820.0,25080,43
11067,Raising Good Humans,Hunter Clarke Fields M S A E Carla Naumburg Ph D,Jennifer Gilmour,2020-08-14,English,5.0,445.0,20220,4
11068,We're Pregnant!,Adrian Kulp,Sean Patrick Hopkins,2019-01-29,English,4.5,501.0,16440,6
11069,Hold On to Your Kids,Dr Gabor Mat Gordon Neufeld,Daniel Mat,2021-03-02,English,4.5,888.0,49320,3
11070,Family Wisdom from the Monk Who Sold His Ferrari,Robin Sharma,Adam Verner,2018-09-11,English,4.5,586.0,21300,24
11071,No Bad Kids,Janet Lansbury,Janet Lansbury,2014-10-13,English,5.0,501.0,12540,10
11072,Your Self-Confident Baby,Allison Johnson Magda Gerber,Lauri Fraser,2013-02-03,English,4.5,668.0,28920,3
11073,Parenting the Confident Teen,Kirk Martin Sharon Ballantine Rob Lane,Kirk Martin Casey Martin Sharon Ballantine,2017-07-18,English,4.5,1759.0,30000,3
11074,Busy Toddler's Guide to Actual Parenting,Susie Allison,Susie Allison,2020-10-21,English,5.0,585.0,15780,4
11075,Loving Your Spouse When You Feel Like Walking Away,Gary Chapman,Chris Fabry,2018-05-11,English,4.5,422.0,24420,4
11076,Scientific Secrets for Raising Kids Who Thrive,Peter M Vishton The Great Courses,Peter M Vishton,2014-03-07,English,4.5,1171.0,46020,5
11077,"Sleep, Baby, Sleep",Kerry Bajaj,Monaz Ranina,2021-01-06,English,5.0,900.0,22860,1
11078,Polysecure,Jessica Fern,Jessica Fern Eve Rickert Nora Samaran,2020-10-23,English,5.0,304.0,28320,5
11079,Elevating Child Care,Janet Lansbury,Janet Lansbury,2014-06-25,English,4.5,501.0,12600,6
11080,Ladka Hua Hai,Jyoti Tiwari,Aroma,2022-01-20,Hindi,5.0,234.0,17820,1
11081,Things My Son Needs to Know About the World,Fredrik Backman,Santino Fontana,2019-06-06,English,4.0,615.0,11340,23
11082,Lost & Found,Kathryn Schulz,Kathryn Schulz,2022-01-20,English,4.0,323.0,26760,1
11083,"The Whole-Brain Child by Daniel J. Siegel, MD, and Tina Payne Bryson, PhD - Book Summary",Dean Bokhari Flash Books,Dean Bokhari,2021-01-07,English,5.0,164.0,2040,4
11084,"Self Discipline: Develop Navy Seal Mindset, Willpower, and Use Gratitude to Beat Procrastination for Mastering Your Fear and Raising Wimpy Kid to Tough Men in the Way of a Warrior Spartan",Jocko Davis,Matthew E Kelly,2019-02-19,English,5.0,501.0,13260,1
11085,Positive Discipline,Jane Nelsen Ed D,Jane Nelsen,2017-10-18,English,5.0,836.0,37320,1
11086,And Baby Makes Three,John M Gottman Ph D Julie Schwartz Gottman Ph D,Randye Kaye,2017-05-23,English,3.0,891.0,27540,1
11087,"ScreamFree Parenting, 10th Anniversary Revised Edition",Hal Runkel L M F T,Hal Runkel L M F T,2007-08-15,English,4.5,879.0,27120,2
11088,A Child Called 'It',David Pelzer,Brian Keeler,2007-07-18,English,5.0,609.0,13560,1
11089,Secrets of the Baby Whisperer for Toddlers,Tracy Hogg Melinda Blau,Tracy Hogg,2019-01-11,English,5.0,651.0,19380,1
11090,Mamma Ki Diary (Hindi Edition),Anu Singh Choudhary,Anu Singh Choudhary,2019-05-06,Hindi,4.5,118.0,17340,4
11091,Why Gender Matters,Leonard Sax M D Ph D,Keith Sellon Wright,2017-08-29,English,4.5,820.0,37740,2
11092,"Strong Fathers, Strong Daughters",Meg Meeker,Coleen Marlo,2016-01-05,English,4.5,668.0,25440,14
11093,Bringing Up Children,Osho,Osho,2021-01-26,English,5.0,117.0,8640,1
11094,Brain Rules for Baby,John Medina,John Medina,2010-11-03,English,5.0,702.0,30540,6
11095,Zero to Five,Tracy Cutchlow,Xe Sands,2017-04-18,English,4.5,702.0,17940,3
11096,Toddler Discipline for Every Age and Stage,Aubrey Hargis,Courtney Patterson,2019-08-27,English,5.0,501.0,14280,2
11097,"Stop Yelling and Love Me More, Please Mom.",Jennifer N Smith,Meg Price,2019-08-03,English,4.5,233.0,3780,2
11098,Once Upon a Time in Silver Lake,Mindy Kaling,Mindy Kaling,2020-10-06,English,5.0,67.0,840,2
11099,Wild Things,Stephen James David Thomas,David Colacci,2016-02-09,English,5.0,938.0,37740,1
11100,The Intentional Father,Jon Tyson David Kinnaman,Jon Tyson,2021-09-28,English,5.0,469.0,16980,1
11101,"Hold On, But Don't Hold Still",Kristina Kuzmic,Kristina Kuzmic,2020-02-11,English,4.5,879.0,23820,18
11102,The Power of Showing Up,Daniel J Siegel M D Tina Payne Bryson Ph D,Daniel J Siegel M D Tina Payne Bryson Ph D,2020-01-07,English,5.0,879.0,26820,4
11103,The 21-Day Self-Love Challenge,Day Challenges,Amy Johnson,2015-11-17,English,1.0,233.0,4080,1
11104,Minimalist Parenting,Christine Koh Asha Dornfest,Karen Saltus,2014-01-31,English,5.0,586.0,26580,1
11105,The 5 Love Languages of Teenagers,Gary Chapman,Chris Fabry,2016-06-08,English,5.0,844.0,30300,4
11106,Belong,Radha Agrawal,Radha Agrawal,2018-09-04,English,5.0,501.0,12420,5
11107,Diaper Dude,Chris Pegula Frank Meyer,Chris Pegula,2020-08-04,English,1.0,754.0,13860,1
11108,"Celebrate Your Body (And Its Changes, Too)",Sonya Renee Taylor,Marisa Blake,2019-08-27,English,5.0,233.0,9360,1
11109,Not That Bad,Roxane Gay,Gabrielle Union Ally Sheedy Lyz Lenz,2019-01-01,English,4.0,1063.0,31260,1
11110,Narcissistic Parents,Caroline Foster,Trei Taylor,2020-01-23,English,5.0,501.0,16920,1
11111,First Comes Love,Tom Rasmussen,Tom Rasmussen,2021-07-08,English,5.0,911.0,26220,1
11112,Regretting Motherhood,Orna Donath,Mandy Kaplan,2018-03-01,English,5.0,1254.0,22920,2
11113,Secret Slave,Anna Ruston,Faye Adele,2018-01-30,English,4.5,938.0,28380,2
11114,On Becoming Babywise (Updated and Expanded),Robert Bucknam M D Gary Ezzo,Xe Sands,2017-04-27,English,5.0,702.0,23880,2
11115,Passion and Purity,Elisabeth Elliot Joshua Harris,Tanya Eby,2019-05-21,English,5.0,608.0,16620,3
11116,Difficult Mothers,Apter Terri Apter,Emily C Michaels,2013-06-11,English,4.0,609.0,23280,1
11117,Toxic In-Laws,Susan Forward Ph D Donna Frazier,Randye Kaye,2019-10-15,English,5.0,586.0,28920,2
11118,Parenting with Presence,Susan Stiffelman,Polly Stone,2015-05-06,English,4.0,702.0,29340,4
11119,Parenting,Paul David Tripp,Bevan Greiner,2016-09-28,English,5.0,668.0,25860,3
11120,Inferno,Catherine Cho,Catherine Cho,2020-03-19,English,4.0,645.0,23400,9
11121,The Kickass Single Mom,Emma Johnson,Emma Johnson,2017-10-17,English,5.0,1005.0,31440,1
11122,Midlife and the Great Unknown,David Whyte,David Whyte,2008-12-12,English,5.0,585.0,9120,1
11123,Toddlers Are A**holes,Bunmi Laditan,Bahni Turpin,2015-06-02,English,4.0,502.0,12240,2
11124,Parents Who Lead,Stewart D Friedman Alyssa F Westring,Graham Rowat,2020-05-26,English,3.0,586.0,21780,1
11125,Chicken Soup for the Mother's Soul,Marci Shimoff Jack Canfield Mark Victor Hansen,Jack Canfield Mark Victor Hansen Jennifer Read Hawthorne,2005-08-05,English,5.0,233.0,4200,1
11126,When Loving Him Is Hurting You,Dr David Hawkins,Jim Denison,2017-10-01,English,5.0,762.0,29100,1
11127,The Seven Spiritual Laws for Parents,Deepak Chopra,Deepak Chopra M D,2006-08-25,English,4.5,528.0,4980,6
11128,Parent Effectiveness Training (P.E.T.),Thomas Gordon,Jamie Mac Kenzie,2009-02-03,English,4.5,702.0,20700,8
11129,Potty Training in 3 Days,Brandi Brucks,Kim Handysides,2020-02-05,English,5.0,233.0,6960,1
11130,He's Not Lazy,Adam Price Ph D,Shawn Compton,2018-09-19,English,4.5,351.0,24000,2
11131,1-2-3 Magic,Thomas W Phelan Ph D,Paul Costanzo,2016-05-03,English,5.0,891.0,25260,1
11132,Motherhood,Lisa Marchiano,Xe Sands,2021-05-25,English,5.0,586.0,25920,1
11133,The Thriving Child,Dr William Stixrud,Kaleo Griffin,2018-06-07,English,5.0,752.0,41700,1
11134,Will I Ever Be Good Enough?,Karyl Mc Bride,Karyl Mc Bride,2011-11-21,English,5.0,820.0,26700,9
11135,Childfree by Choice,Dr Amy Blackstone,Gabra Zackman Mac Leod Andrews,2019-06-11,English,4.0,879.0,26880,1
11136,Running on Empty No More,Jonice Webb Ph D,Jonice Webb,2018-08-14,English,4.0,586.0,25740,1
11137,Freeing Your Child from Negative Thinking,Tamar Chansky,Maggi Meg Reed,2020-01-14,English,5.0,500.0,46860,1
11138,Master the Daily Battles of Parenting Toddlers,Anna Andersen,Joni Abbott,2015-08-07,English,5.0,200.0,3360,1
11139,Connection Parenting Audiobook,Pam Leo,Pam Leo,2010-05-25,English,5.0,769.0,12960,1
11140,Where's My Happy Ending?,Anna Whitehouse Matt Farquharson,Anna Whitehouse Matt Farquharson,2020-02-06,English,5.0,323.0,30180,1
11141,"Chicken Soup for the Soul: Thanks Dad - 36 Stories about Life Lessons, How Dads Say 'I Love You', and Dad to the Rescue",Jack Canfield Mark Victor Hansen Wendy Walker,Mel Foster Emily Foster,2011-05-20,English,5.0,234.0,11880,1
11142,Blend,Mashonda Tifrere Alicia Keys,Mashonda Tifrere Alicia Keys Swizz Beatz,2018-10-02,English,5.0,879.0,19560,1
11143,"Las Siete Leyes Espirituales, Guía Para Padres [The Seven Spiritual Laws of Success for Parents]",Deepak Chopra M D,Alejandro Correa,2014-06-10,spanish,5.0,446.0,8220,1
11144,A Kidnapped Mind,Pamela Richardson,Julie Eickhoff,2013-09-11,English,5.0,836.0,43020,1
11145,"The Verbally Abusive Man, Can He Change?",Patricia Evans,Laural Merlington,2012-12-31,English,4.0,670.0,26400,1
11146,Daughter Detox,Peg Streep,Callie Beaulieu,2018-07-10,English,5.0,586.0,38040,2
11147,What Do You Really Want for Your Children?,Dr Wayne W Dyer,Dr Wayne W Dyer,2014-10-14,English,4.0,1003.0,15120,5
11148,The New Father: A Dad's Guide to the First Year (New Father Series),Armin A Brott,Armin Brott,2018-09-27,English,5.0,836.0,37380,1
11149,A Bump in the Road,Elle Wright,Elle Wright,2021-04-29,English,5.0,1328.0,29400,1
11150,Raising Giant-Killers,Bill Johnson Beni Johnson,Scott R Pollak,2018-12-04,English,5.0,762.0,26640,3
11151,Praying the Scriptures for Your Children,Jodie Berndt Fern Nichols,Sarah Zimmerman,2018-05-29,English,5.0,586.0,22080,1
11152,Good Talk,Mira Jacob,Mira Jacob,2019-10-13,English,4.5,645.0,9900,7
11153,The Rabbit Who Wants to Fall Asleep,Carl Johan Forss Ehrlin,Roy Mc Millan Rachel Bavidge,2015-09-23,English,5.0,410.0,4080,3
11154,The Body Never Lies,Alice Miller,Sara Clinton,2013-07-11,English,5.0,668.0,20160,4
11155,Toxic People,Tim Cantopher,Tom Mc Gairl,2018-07-12,English,5.0,569.0,19080,2
11156,The Unavailable Father,Sarah S Rosenthal,Cris Dukehart,2020-07-10,English,3.0,603.0,21840,1
11157,I Made a Booboo,Shivangi Sharma,Malvika Shivpuri,2018-06-13,English,4.5,222.0,21240,2
11158,Rethinking Your Teenager,Darby Fox,Erin Mallon,2020-04-28,English,5.0,586.0,27000,1
11159,Mindful Parenting in a Chaotic World,Nicole Libin Ph D,Chelsea Stephens,2019-12-10,English,5.0,233.0,7920,1
11160,Out of the Fog,Dana Morningstar,Dana Morningstar,2019-03-12,English,4.5,668.0,32340,2
11161,The Orphaned Adult,Alexander Levy,Jeff Steitzer,2017-12-12,English,4.5,500.0,24120,3
11162,Raising Positive Kids in a Negative World,Zig Ziglar Tom Ziglar,Tom Ziglar Zig Ziglar,2019-01-22,English,5.0,586.0,20460,2
11163,Mama Bear Apologetics,Hillary Morgan Ferrer,Hillary Morgan Ferrer,2019-09-24,English,5.0,586.0,34920,1
11164,Sitting Still Like a Frog,Eline Snel Jon Kabat Zinn,Amanda Carlin Fred Sanders Myla Kabat Zinn,2018-04-03,English,4.0,502.0,13200,1
11165,"The First 1,000 Days",Roger Thurow,James Edward Thomas,2017-10-05,English,4.0,500.0,40200,1
11166,Spirit of India,A P J Abdul Kalam,Kanchan Bhattacharyya,2018-11-01,English,4.0,233.0,8160,1
11167,Raising Resilient Children with a Borderline or Narcissistic Parent,Margalis Fjelstad Jean Mc Bride,Senn Annis,2021-01-09,English,5.0,750.0,23580,1
11168,Trauma Bonding: Understanding and Overcoming the Trauma Bond in a Narcissistic Relationship,Lauren Kozlowski,Stephanie Murphy,2020-04-16,English,5.0,233.0,5820,1
11169,Growing Up Great!,Scott Todnem,Tim Paige,2019-09-10,English,3.0,233.0,8460,1
11170,It Wasn't Your Fault,Beverly Engel,Kate Rudd,2015-01-02,English,5.0,670.0,31620,3
11171,"Building Resilience in Children and Teens, 4th Edition",Kenneth R Ginsburg,Miles Meili,2020-09-01,English,5.0,398.0,54600,1
11172,Not Forsaken,Louie Giglio,Louie Giglio,2019-05-07,English,5.0,586.0,22740,1
11173,Finding Magic in the Mess,Steven Fonso,Jonathan Todd Ross,2019-07-23,English,4.5,754.0,14700,2
11174,The Gift of a Happy Mother,Rebecca Eanes,Dorothy Dillingham Blue,2019-04-02,English,4.0,754.0,19020,1
11175,The Mental Load,Emma,Amy Mc Fadden Kate Rudd Lauren Ezzo,2018-10-23,English,5.0,1005.0,5820,2
11176,Smart Parenting,Peter Favaro,Peter Favaro,2017-10-31,English,4.0,1439.0,22500,1
11177,Different,Sally Clarkson Nathan Clarkson,Nathan Clarkson Rudy Sanda Virginia Wolf,2017-04-18,English,5.0,820.0,22620,1
